#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portugese;Russian;;Extra2;X;
EE_LOSE_MANU;Lose Manufactory in %s;Perdre une fabrique à %s;Perdi una fabbrica in %s.;Perder manufac. en %s.;Fabrik in %s verlieren;Utraæ manufakturê w %s;;Lose Manufactory in %s;;;X;
EE_INFANTRY;Gain %d infantry in %s.;obtenir %d unités d'infanterie à %s.;Ottieni %d unità di fanteria in %s.;Obtener %d infant. en %s.;%d zusätzliche Infanterie in %s.;Pozyskaj %d piechoty w %s.;;Gain %d infantry in %s.;;;X;
EE_CAVALRY;Gain %d cavalry in %s;Obtenir %d unités de cavalerie à %s;Ottieni %d unità di cavalleria in %s.;Obtener %d caball. en %s.;%d zusätzliche Kavallerie in %s;Pozyskaj %d kawalerii w %s.;;Gain %d cavalry in %s;;;X;
EE_ARTILLERY;Gain %d artillery in %s;Obtenir %d unités d'artillerie à %s;Ottieni %d unità di artiglieria in %s.;Obtener %d artill. en %s.;%d zusätzliche Artillerie in %s;Pozyskaj %d artylerii w %s.;;Gain %d artillery in %s;;;X;
EE_WARSHIPS;Gain %d warships in %s;Obtenir %d bâtiments de guerre à %s;Ottieni %d navi da guerra in %s.;Obtener %d naves g. en %s.;%d zusätzliche Kriegsschiffe in %s;Pozyskaj %d okrêtów wojennych w %s.;;Gain %d warships in %s;;;X;
EE_GALLEYS;Gain %d galleys in %s;Obtenir %d cambuses à %s;Ottieni %d galee in %s.;Obtener %d galeras en %s.;%d zusätzliche Galeeren in %s;Pozyskaj %d galer w %s;;Gain %d galleys in %s;;;X;
EE_TRANSPORTS;Gain %d transports in %s;Obtenir %d transports à %s;Ottieni %d navi da trasporto in %s.;Obtener %d transp. en %s.;%d zusätzliche Transporte in %s;Pozyskaj %d transportowców w %s.;;Gain %d transports in %s;;;X;
EE_TRIGGER;Trigger the '%s' Event.;Déclenche l'événement '%s'.;Evento: '%s'.;Desencadenar suceso '%s'.;Löse das '%s'-Ereignis aus.;Wywo³a zdarzenie '%s'.;;Trigger the '%s' Event.;;;X;
EE_SLEEP;The '%s' Event will never occur.;L'événement historique '%s' n'aura jamais lieu.;L'evento '%s' potrebbe non verificarsi.;El suceso '%s' nunca ocurrirá.;Das '%s' -Ereignis wird sich niemals ereignen.;Zdarzenie '%s' nigdy nie nast¹pi.;;The '%s' Event will never occur.;;;X;
EE_VP;%s%d victorypoints.;%s%d points de victoire.;%s%d punti vittoria.;%s%d puntos victoria.;%s%d Siegespunkte.;%s%d punktów zwyciêstwa.;;%s%d victorypoints.;;;X;
EE_CB;Gain a casusbelli against %s for %d months.;Obtenir un casus belli contre %s pendant %d mois.;Ottieni un casus belli contro %s per %d mesi.;Obtener 'casus belli' contra %s por %d meses.;Ein Kriegsgrund gegen %s für %d Monate.;Zyskaj Casus Belli przeciw %s na %d miesiêcy.;;Gain a casusbelli against %s for %d months.;;;X;
EE_CAPITAL;Move national capital to %s.;Déplacement de la capitale vers %s.;Sposta la capitale a %s.;Mover capital de nación a %s.;Landeshauptstadt nach %s verlegen.;Przenieœ stolicê do %s.;;Move national capital to %s.;;;X;
EE_BANK;Create a national bank.;Création d'une banque nationale.;Crea una banca nazionale.;Crear un banco nacional.;Nationalbank einrichten.;Utwórz bank pañstwowy.;;Create a national bank.;;;X;
EE_STOCK;Create a national stockmarket.;Création d'une bourse nationale.;Crea una borsa valori nazionale.;Crear una bolsa nacional.;Nationale Börse einrichten.;Utwórz gie³dê narodow¹.;;Create a national stockmarket.;;;X;
EE_ADDCORE;%s will be considered one of your national provinces.;%s sera désormais une de vos provinces nationales.;%s sarà considerata una delle tue province nazionali.;%s pasa a ser una de las provincias de nuestra nación.;%s wird als eine Ihrer nationalen Provinzen betrachtet.;%s bêdzie uznawana za jedn¹ z prowincji narodowych.;;%s will be considered one of your national provinces.;;;X;
EE_REMCORE;%s will no longer be your national province.;%s ne sera plus une de vos provinces nationales.;%s non sarà più una delle tue province nazionali.;%s ya no será una provincia de nuestra nación.;%s wird nicht länger Ihre nationale Provinz sein.;%s nie bêdzie ju¿ prowincj¹ narodow¹ Twojego pañstwa.;;%s will no longer be your national province.;;;X;
EE_COT;Center of Trade created in %s.;Centre d'affaires créé à %s.;Centro del commercio creato in %s;Creado centro de comercio en %s.;Handelszentrum errichtet in %s.;Placówka handlowa stworzona w %s.;;Center of Trade created in %s.;;;X;
EE_SECEDE;Secede %s to %s.;Sécession de %s avec %s.;Consegna %s a %s.;Separar a %s (%s).;%s von %s trennen.;Przeka¿ %s na rzecz %s.;;Secede %s to %s.;;;X;
EE_A_CUL;Gain %s as a state culture.\n;Obtenir %s comme culture officielle.\n;Ottieni %s come cultura di stato.\n;Obtener %s como cultura oficial.\n;%s als Staatskultur erwerben.\n;Zdob¹dŸ %s jako dziedzictwo kulturowe kraju.\n;;Gain %s as a state culture.\n;;;X;
EE_R_CUL;Lose %s as a state culture.\n;Perdre %s comme culture officielle.\n;Perdi %s come cultura di stato.\n;Perder %s como cultura oficial.\n;%s als eine Staatskultur verlieren.\n;Utraæ %s jako dziedzictwo kulturowe kraju.\n;;Lose %s as a state culture.\n;;;X;
EE_LOAN;Size of loans will now be %d$\n;La taille des prêts sera désormais : %d$\n;D'ora in poi, l'importo dei prestiti sarà di %d$\n;Volumen de préstamos será de %d $\n;Die Höhe der Darlehen ist jetzt %d$\n;Wielkoœæ po¿yczek bêdzie teraz równa %d$\n;;Size of loans will now be %d$\n;;;X;
EE_GAIN_BUILDING;Gain a %s in %s;Obtenir un(e) %s à %s;Ottieni un %s in %s;Obtener %s en %s;Ein %s in %s erlangen;Zdob¹dŸ %s w %s;;Gain a %s in %s;;;X;
EE_LOSE_BUILDING;Lose %s in %s;Perdre %s à %s;Perdi: %s in: %s;Perder %s en %s;%s in %s verlieren;Utraæ %s w %s;;Lose %s in %s;;;X;
EE_WAR;War with %s.;En guerre contre %s.;In guerra con %s.;Guerra contra %s.;Krieg mit %s.;Wojna z %s.;;War with %s.;;;X;
EE_INDY;Grant Independence to %s;Indépendance accordée à %s.;Garantisci l'indipendenza a %s.;Garantizar independ. de %s;%s die Unabhängigkeit gewähren;Przyznaj niepodleg³oœæ %s\n;;Grant Independence to %s;;;X;
EE_TECH;Switch Technologygroup to %s;Changer de groupe technologique pour %s;Passa al ramo tecnologico %s.;Cambiar grupo tecnol. a %s;Technologiegruppe zu %s wechseln;Zmieñ grupê technologii na %s;;Switch Technologygroup to %s;;;X;
EE_PURGE;The most disloyal %d ministers and %d leaders are executed.;Les %d ministres et les %d commandants les moins loyaux sont exécutés.;I %d ministri e i %d comandanti più sleali sono stati giustiziati.;Los %d ministros y los %d líderes menos leales son ejecutados.;Die unloyalsten %d-Minister und %d Anführer werden hingerichtet.;Najbardziej nielojalni %d ministrowie i %d dowódcy zostaj¹ straceni.;;The most disloyal %d ministers and %d leaders are executed.;;;X;
EE_REGIME_FALLS;The current regime has been overthrown!;Le régime a été renversé!;Il regime attuale è stato rovesciato!;¡El régimen actual ha sido derrocado!;Das aktuelle Regime ist gestürzt worden!;Obecny re¿im zosta³ obalony!;;The current regime has been overthrown!;;;X;
EE_LEADER_SKILL;%s gets skill %d.;%s obtient la compétence %d.;%s ottiene l'abilità %d.;%s obtiene hab. %d.;%s erringt Fähigkeit %d.;%s otrzymuje zdolnoœæ %d.;;%s gets skill %d.;;;X;
EE_MINISTER_SKILL;Unused command;Commande inutilisée;Comando inutilizzato;Comando sin usar;Unbenutzter Befehl;Dowództwo nieobsadzone;;Unused command;;;X;
EE_CIVIL_WAR;Country is thrown into Civil War!;Le pays sombre dans la guerre civile!;Nella nazione è scoppiata la guerra civile!;¡El país se aboca a una guerra civil!;Bürgerkrieg im Land!;Pañstwo ogarnia wojna domowa!;;Country is thrown into Civil War!;;;X;
EE_STEAL_TECH;Steal blueprints for '%s' from %s.;Voler une technologie à %s %s.;Ruba la tecnologia '%s' a %s.;Robar tecnología '%s' de %s.;Technologie '%s' von %s stehlen.;Wykradnij technologiê '%s' od %s.;;Steal blueprints for '%s' from %s.;;;X;
EE_RESEARCH_SABOTAGED;One of our research projects has been sabotaged!;L'un de nos projets de recherche a été saboté!;Uno dei nostri progetti di ricerca è stato sabotato!;¡Han saboteado un proyecto de investigación!;Eines unserer Forschungsprojekte ist sabotiert worden!;Dokonano sabota¿u jednego z naszych projektów badawczych!;;One of our research projects has been sabotaged!;;;X;
EE_DETECT_UNITS;Detect %d armies from %s.;%d armées de %s détectées.;Individua %d truppe da %s.;Detección %d ejércitos de %s.;%d Armeen von %s erkennen.;Wykryj %d armii od %s.;;Detect %d armies from %s.;;;X;
EE_LEADER_LOY;%s's loyalty is revealed!;La loyauté de %s éclate au grand jour!;Ecco la lealtà di %s!;¡Descubierta la lealtad de %s!;%ss Loyalität wurde bloßgelegt!;Lojalnoœæ %s zosta³a ujawniona!;;%s's loyalty is revealed!;;;X;
EE_MINISTER_LOY;%s's loyalty is revealed!;La loyauté de %s éclate au grand jour!;Ecco la lealtà di %s!;¡Descubierta la lealtad de %s!;%ss Loyalität wurde bloßgelegt!;Lojalnoœæ %s zosta³a ujawniona!;;%s's loyalty is revealed!;;;X;
EE_INDUSTRY;Industrial capacity in %s is changed by %d.;Capacité industrielle de %s passée à %d.;La produzione industriale a %s è cambiata di %d.;La capacidad industrial de %s ha cambiado en %d.;Industriestärke in %s ändert sich um %d.;Potencja³ przemys³owy w %s zmienia siê o %d.;;Industrial capacity in %s is changed by %d.;;;X;
EE_FLAK;Anti-Air cover in %s is changed by %d.;DCA de %s passée à %d.;La copertura contraerea in %s è cambiata di %d.;La cobertura antiaérea de %s ha cambiado en %d.;Flugabwehrdeckung in %s um %d geändert .;Os³ona przeciwlotnicza w %s zmienia siê o %d.;;Anti-Air cover in %s is changed by %d.;;;X;
EE_INFRA;Infrastructure in %s is changed by %d.;Niveau d'infrastructures de %s passé à %d.;L'infrastruttura in %s è cambiata di %d.;Las infraestructuras de %s han cambiado en %d.;Infrastruktur in %s änderte sich um %d.;Infrastruktura w %s zmienia siê o %d.;;Infrastructure in %s is changed by %d.;;;X;
EE_COASTAL_FORT;Coastal Fort level in %s is changed by %d.;Niveau de fortifications côtières de %s passé à %d.;Il livello della fortezza costiera in %s è cambiato di %d.;El nivel de fort. cost. de %s ha cambiado en %d.;Küstenbefestigungs-Stufe in %s wurde geändert um %d.;Poziom fortyfikacji nadbrze¿nych w %s zmienia siê o %d.;;Coastal Fort level in %s is changed by %d.;;;X;
EE_LAND_FORT;Land Fort level in %s is changed by %d.;Niveau de fortifications terrestres de %s passé à %d.;Il livello della fortezza terrestre in %s è cambiato di %d.;El nivel de fort. terr. de %s ha cambiado en %d.;Landbefestigungs-Stufe in %s änderte sich um %d.;Poziom fortyfikacji l¹dowych w %s zmienia siê o %d.;;Land Fort level in %s is changed by %d.;;;X;
EE_PEACE;Peace concluded with %s.;Paix conclue avec %s.;Hai firmato la pace con %s.;Dispuesta la paz con %s.;Frieden mit %s geschlossen.;Zawarcie pokoju z: %s.;;Peace concluded with %s.;;;X;
EE_SUPPLY_POOL;Supply stockpile changed by %d.;Stocks de ravitaillement augmentés de %d.;La riserva di rifornimenti è aumentata di %d.;La reserva de suministros cambia en %d.;Nachschubvorrat wurde um %d geändert.;Zapas zaopatrzenia zmienia siê o %d.;;Supply stockpile changed by %d.;;;X;
EE_METAL_POOL;Metal stockpile changed by %d.;Réserve de métaux changée par %d.;La riserva di metallo è cambiata di %d.;La reserva de metal cambia en %d.;Metallvorrat wurde um %d geändert.;Zapas stali zmienia siê o %d.;;Metal stockpile changed by %d.;;;X;
EE_ENERGY_POOL;Energy stockpile changed by %d.;Réserve d'énergie changée par %d.;La riserva di energia è cambiata di %d.;La reserva de energía cambia en %d.;Energievorrat um %d geändert.;Zapas energii zmienia siê o %d.;;Energy stockpile changed by %d.;;;X;
EE_OIL_POOL;Oil stockpile increased with %d.;Augmentation de la réserve de pétrole de %d.;Le riserve di petrolio sono aumentate di %d.;La reserva de petr. aumenta: %d.;Ölvorrat wurde um %d geändert.;Zapas ropy zmienia siê o %d.;;Oil stockpile increased with %d.;;;X;
EE_RARE_MATERIALS_POOL;Rare Materials stockpile changed by %d.;Réserve de matières précieuses changée par %d.;La riserva di materiali rari è cambiata di %d.;La reserva de materiales raros cambia en %d.;Vorrat seltene Materialien um %d geändert.;Zapas materia³ów rzadkich zmienia siê o %d.;;Rare Materials stockpile changed by %d.;;;X;
EE_KEYPOINTS;Keypoint value in %s changed by %d.;Valeur du point stratégique de %s passée à %d.;Il valore del punto chiave in %s è cambiato di %d.;El valor de punto clave de %s cambia en %d.;Schlüsselpunktwert in %s geändert um %d.;Wartoœæ punktów zwyciêstwa w %s zmieniona o %d.;;Keypoint value in %s changed by %d.;;;X;
EE_WAR_ENTRY;War entry for %s changed by %d.;Conditions d'entrée en guerre passées %s à %d.;L'entrata in guerra di %s è cambiata di %d.;Entrada en guerra para %s cambia en %d.;Kriegseintritt für %s durch %d geändert.;Wartoœæ wymagana do wziêcia udzia³u w wojnie dla %s zmieniona o %d.;;War entry for %s changed by %d.;;;X;
EE_WAR_ENTRY_US;War entry changed by %d.;Conditions d'entrée en guerre passées à %d.;L'entrata in guerra è cambiata di %d.;Entrada en guerra cambia en %d.;Kriegseintritt geändert durch %d.;Wartoœæ wymagana do wziêcia udzia³u w wojnie zmieniona o %d.;;War entry changed by %d.;;;X;
EE_MAKE_PUPPET;%s is made a puppet nation.;Régime fantoche établi en %s.;%s è diventata una nazione fantoccio.;%s es ahora una nación títere.;%s wird zu einem Marionettenstaat.;%s jest od teraz marionetk¹.;;%s is made a puppet nation.;;;X;
EE_COUP_NATION;A coup is staged in %s.;Coup d'Etat organisé en %s.;Colpo di stato in corso in %s.;Golpe de estado en %s.;Putschversuch in %s.;Zorganizowano przewrót w %s.;;A coup is staged in %s.;;;X;
EE_ACCESS;Grant military access to %s.;Accorde l'accès militaire à %s.;Garantisci l'accesso militare a %s.;Conceder acceso militar a %s.;%s Durchmarschgenehmigung gewähren.;Zezwól na dostêp militarny pañstwu: %s.;;Grant military access to %s.;;;X;
EE_SMINISTER;The minister %s is no longer available.;Le ministre %s n'est plus en fonction.;Il ministro %s non è più disponibile.;El ministro %s ya no está disponible.;Der Minister %s steht nicht mehr zu Verfügung.;Minister %s nie jest ju¿ dostêpny.;;The minister %s is no longer available.;;;X;
EE_STEAM;Research Team %s is no longer available.;L'Equipe de recherche %s n'est plus en fonction.;La squadra di ricerca %s non è più disponibile.;El equipo de investigación %s ya no está disponible.;Das Forscherteam %s steht nicht mehr zu Verfügung.;Zespó³ badawczy %s nie jest ju¿ dostêpny.;;Research Team %s is no longer available.;;;X;
EE_WTEAM;Research Team %s is now available.;L'équipe de recherche %s est maintenant en fonction.;La squadra di ricerca %s è disponibile.;El equipo de investigación %s ya está disponible.;Das Forscherteam %s steht jetzt zur Verfügung.;Zespó³ badawczy %s jest dostêpny.;;Research Team %s is now available.;;;X;
EE_GAIN_TECH;Gain a blueprint for technology '%s'.;Obtenir un projet technologique '%s'.;Ottieni uno schema per la tecnologia '%s'.;Obtener un plano de la tecnología '%s'.;Einen Plan für Technologie '%s' gewinnen.;Pozyskaj plany technologii '%s'.;;Gain a blueprint for technology '%s'.;;;X;
EE_SWITCH_ALLEGIANCE;Unit %s defects to %s.;L'unité %s s'enfuit vers %s.;L'unità %s è passata a %s.;La unidad %s ha desertado a %s.;Die Einheit %s desertiert nach %s.;Jednostka %s przechodzi na stronê %s.;;Unit %s defects to %s.;;;X;
EE_NOW;;;;;;;;;;;X;
EE_ON_UPGRADE;(U);(U);(P);(M);(U);(U);;(U);;;X;
EE_US;Us;Nous;gli alleati;Nos.;Uns;My;;Us;;;X;
EE_THEM;Them;Eux;gli avversari;Ellos;Ihnen;Oni;;Them;;;X;
EE_APPLICATION;App;App.;App;Apli.;Anwdg.;Apli;;App;;;X;
EE_THEORETICAL;Theo;Théo.;Teo;Teor.;Theo.;Teo;;Theo;;;X;
EE_TOTAL;Total;Total;Tot.;Total;Gesamt;Razem;;Total;;;X;
EE_SUPPLIES;Supplies;Ravitaillement;Rifornimenti;Suministros;Nachschubgüter;Zaopatrzenie;;Supplies;;;X;
EE_ENERGY_TO_OIL;Energy-To-Oil;Energie en pétrole;Energia per petrolio;Energía-comb.;Energie zu Öl;Energia-w-ropê;;Energy-To-Oil;;;X;
EE_OIL_TO_RARE_MATERIALS;Oil-To-Rare-Materials;Pétrole en matières précieuses;Petrolio per materiali rari;Comb.-materiales raros;Öl-zu-seltene Materialien;Ropa-w-materia³y rzadkie;;Oil-To-Rare-Materials;;;X;
EE_SOFT_ATTACK;Soft Attack;Attaque cibles vivantes;Attacco leggero;Ataque antipersonal;Leichter Angriff;Atak przeciw sile ¿ywej;;Soft Attack;;;X;
EE_HARD_ATTACK;Hard Attack;Attaque cibles dures;Attacco pesante;Ataque anticarro;Schwerer Angriff;Atak przeciw sile pancernej;;Hard Attack;;;X;
EE_AIR_ATTACK;Air Attack;Attaque aérienne;Attacco aereo;Ataque aéreo;Luftangriff;Atak powietrzny;;Air Attack;;;X;
EE_NAVAL_ATTACK;Naval Attack;Attaque navale;Attacco navale;Ataque naval;Seeangriff;Atak morski;;Naval Attack;;;X;
EE_STRATEGIC_ATTACK;Strategic Attack;Attaque stratégique;Attacco strategico;Ataque estrat.;Strategischer Angriff;Atak strategiczny;;Strategic Attack;;;X;
EE_GROUND_DEFENSE;Ground Defence;Défense au sol;Difesa terrestre;Defensa terr.;Bodenverteidigung;Obrona naziemna;;Ground Defence;;;X;
EE_AIR_DEFENSE;Air Defence;Défense aérienne;Difesa aerea;Defensa aérea;Luftverteidigung;Obrona przeciwlotnicza;;Air Defence;;;X;
EE_NAVAL_DEFENSE;Naval Desense;Défense navale;Difesa navale;Defensa marít.;Seeverteidigung;Obrona morska;;Naval Desense;;;X;
EE_BUILD_COST;Cost;Coût;Costo;Coste;Kosten;Koszt;;Cost;;;X;
EE_BUILD_TIME;Time;Temps;Tempo;Tiempo;Dauer;Czas;;Time;;;X;
EE_REQ_MANPOWER;Manpower;Main d'oeuvre;Forza lavoro;Rec. hum.;Wehrfähige;Zasoby ludzkie;;Manpower;;;X;
EE_SPEED;Speed;Vitesse;Velocità;Veloc.;Geschwindigkeit;Szybkoœæ;;Speed;;;X;
EE_SPEED_CAP_ART;Artillery Speedcap;Pot. Vitesse artillerie;Limite di velocità artiglieria;Velocidad de artillería;Artillerie Geschwindigkeitscap.;Limit szybkoœci artylerii;;Artillery Speedcap;;;X;
EE_SPEED_CAP_AT;Antitank Speedcap;Pot. Vitesse antichar;Limite di velocità anticarro;Velocidad de anticarros;Panzerabwehr Geschwindigkeitscap.;Limit szybkoœci ppanc;;Antitank Speedcap;;;X;
EE_SPEED_CAP_AA;AntiAir Speedcap;Pot. Vitesse antiaérien;Limite di velocità antiaerei;Velocidad de antiaéreos;Luftabwehr Geschwindigkeitscap.;Limit szybkoœci plot;;AntiAir Speedcap;;;X;
EE_SPEED_CAP_ENG;Engineer Speedcap;Pot. Vitesse ingénieur;Limite di velocità geniere;Velocidad de ingenieros;Pionier Geschwindigkeitscap.;Limit szybkoœci in¿ynierów;;Engineer Speedcap;;;X;
EE_MAX_ORG;MaxOrg;Org. max.;Org. max.;Org. máx.;MaxOrg;Maks. zorg.;;MaxOrg;;;X;
EE_MORALE;Morale;Moral;Morale;Moral;Moral;Morale;;Morale;;;X;
EE_WEIGHT;Weight;Poids;Peso;Peso;Gewicht;Masa;;Weight;;;X;
EE_SUPPLY_CONSUMPTION;Supply Consumption;Consommation (ravitaillement);Consumo di rifornimenti;Consumo suminist.;Nachschubverbrauch;Zu¿ycie zaopatrzenia;;Supply Consumption;;;X;
EE_FUEL_CONSUMPTION;Fuel Consumption;Consommation (pétrole);Consumo di carburante;Consumo combust.;Treibstoffverbrauch;Zu¿ycie paliwa;;Fuel Consumption;;;X;
EE_RANGE;Range;Rayon d'action;Raggio;Radio de acción;Reichweite;Zasiêg;;Range;;;X;
