##;HEARTS OF IRON!;;;;;;;;;;X,
##;;;;;;;;;;;X,
##;;;;;;;;;;;X,
##### Open this document in Excel, version 5 or later.;;;;;;;;;;;X
##### To convert the semicolon-separated list to a normal Excel table, first click on the 'A' above to select the entire 'A' column.;;;;;;;;;;;X
##### Select 'Data' -> 'Text to Columns' -> 'Delimited' -> 'Next';;;;;;;;;;;X,
##### Check 'Semicolon' (ONLY!) -> 'Finish';;;;;;;;;;;X,
##### Select column 'A' through 'K' (click + drag on letters above columns);;;;;;;;;;;X,
##### Right-click anywhere on the sheet (inside the selection) and select 'Column width' and set it so that only THREE columns are visible ('45' with 1024 x 768 screen resolution);;;;;;;;;;;X,
##### Right-click anywhere on the sheet again (still inside the selection) and select 'Format Cells' -> 'Alignment' -> check 'Wrap Text' + select 'Vertical: Top' -> 'OK';;;;;;;;;;;X,
##### Place the cursor in cell C1 and select 'Window' -> 'Freeze Panes' (allows you to scroll horizontally to see any language in the rightmost coulmn while still having the string names/comments and the english original text in the left and middle column;;;;;;;;;;;X,
##### CAREFULLY read the instructions in cells B18 ? B36;;;;;;;;;;;X,
##;;;;;;;;;;;X,
##;;;;;;;;;;;X,
##;NOTES TO TRANSLATORS:;;;;;;;;;;X,
##;=====================;;;;;;;;;;X,
##;;;;;;;;;;;X,,,,,
##;1) '%s' is for indicating where another string is inserted, and MAY NEVER BE REMOVED! If there are more than one '%s' in a string, they may NOT CHANGE PLACES.;;;;;;;;;;X,,,
##;2) '%d' is for indicating where another integer value is inserted, and MAY NEVER BE REMOVED! If there are more than one '%d' in a string, they may not change places. ('%.1f' is used in exactly the same way but for non-integer values ?  '%c%d' is used for values that are displayed with a '+' or '-' sign in front, DO NOT CHANGE, ADD, OR REMOVE!);;;;;;;;;;X
##;3) '%t' is for indicating where the player's 'title' is inserted, however only in game message boxes.';;;;;;;;;;X,,,,
##;4) The characters '#' (hashmark), semicolon, '%' (percentage sign), '?' (paragraph sign), quotation marks and '\' (backslash) MAY NOT BE USED (except when used as control codes ? this will otherwise create serious problems!!! Quotation marks may not even be used in comments -- use a 'citation mark' (single) instead if necessary!);;;;;;;;;;X,
##;5) A dollar sign, '$' will always automatically be replaced by the 'ducats' icon.;;;;;;;;;;X,,,,
##;6) Any row with a '#' in the first column (column 'A') will be ignored. However, you cannot use any paragraph characters in these rows!!!;;;;;;;;;;X,,,,
##;7) To insert a carriage return, insert a '\n' (backslash + n);;;;;;;;;;X,,,,
##;8) No formatting can be done in this file. To change the color of a text, insert the following codes in front of the word:;;;;;;;;;;X,,,,
##;§W = white text;;;;;;;;;;X,,,,,
##;§Y = orange text;;;;;;;;;;X,,,,,
##;Note that the color change will be applied to all words after the code, until the end of the line that the word is printed on. If several words should have a color change, put the code in front of each of them to be on the safe side. If only one word should have a color change, make sure to reset the color after the word.;;;;;;;;;;X,,
##;9) Unless otherwise specifically stated, length of words and texts does not really matter THAT much (message boxes, rollover help boxes and buttons WILL stretch to fit the text string) ? however you will notice once the translation is inserted that space IS limited in quite a few areas? so be brief, and try not to use words that are considerably longer than the english original.;;;;;;;;;;X,,
##;10) ALL CELLS in column 'L' in this document MUST contain a character!;;;;;;;;;;X,,,,,
##;11) The LAST CELL in the 'A' column MUST contain the string '#EOF';;;;;;;;;;X,,,,,
##;12) If you want to begin a string with a ' (citation mark), you will need to type it twice (Excel will read the first one as a commentary which is not not exported into the actual text database file);;;;;;;;;;X,,,,
##;;;;;;;;;;;X,
##;WHEN DONE: save as 'Semicolon Separated (.csv)' format, and make sure the file is called 'Text.csv'.;;;;;;;;;;X
##;;;;;;;;;;;X,
##;NOTE: If Excel complains about an 'Error in formula' when the cell content begins with a '+' or '-' sign, type a ' (citation mark) in front of the plus or minus.;;;;;;;;;;X
##;;;;;;;;;;;X,
##;;;;;;;;;;;X,
#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X,
#  ========================;==========;==========;==========;========;==========;==========;==========;==========;;==========;X,
TC_BONUS;- Transport Capacity: %s%d\%%\n;- Capacitй de transport: %s%d\%%\n;- Capacitа di trasporto: %s%d\%%\n;- Capacidad de transporte: %s%d\%%\n;- Transportkapazitдt: %s%d\%%\n;- Zdolnoњж transportowa: %s%d\%%\n;;- Пропускная способность транспорта: %s%d\%%\n;;;x,,,,,,,,
LEADER_SKILL_EFF;- Leader Skill Efficiency: %s%d\%%\n;- Efficacitй des talents de leader: %s%d\%%\n;- Efficienza comandante: %s%d\%%\n;- Eficacia de hab. de liderazgo: %s%d\%%\n;- Fдhigkeit und Effizienz Offizier: %s%d\%%\n;- Wydajnoњж umiejкtnoњci przywуdcy: %s%d\%%\n;;- Эффективность навыков руководителя: %s%d\%%\n;;;x,,,,,,,,
UNIT_ORG;- Unit Organization: %s%d\%%\n;- Organisation d’unitй:  %s%d\%%\n;- Organizzazione unitа: %s%d\%%\n;- Organizaciуn de la unidad: %s%d\%%\n;- Organisation der Einheiten %s%d\%%\n;- Zorganizowanie jednostek: %s%d\%%\n;;- Организация частей: %s%d\%%\n;;;x,,,,,,,,
##;;;;;;;;;;;x,,,,,,,,
OIL_DRO;We are currently producing %.2f oil each day.\nOur armed forces use %.2f each day.\nIf we lack oil, energy will be converted at a %.2f ratio;Production quotidienne de pйtrole: %.2f.\nConsommation journaliиre (forces armйes): %.2f.\nEn cas de pйnurie, nous convertirons de l'йnergie en pйtrole (ratio: %.2f).;Al momento, produciamo %.2f di petrolio al giorno.\nLe nostre forze armate ne utilizzano quotidianamente %.2f.\nQualora le risorse dovessero scarseggiare, possiamo convertire l'energia in petrolio con un rapporto di %.2f.;Producimos %.2f de petr. cada dнa.\nNuestras fuerzas armadas gastan %.2f al dнa.\nSi se agota el combustible, la energнa se convertirб en proporciуn de %.2f.;Wir produzieren momentan tдglich %.2f Цl.\nUnsere Streitkrдfte verbrauchen tдglich %.2f Цl.\nSollte es an Цl fehlen, wird Energie mit einer Rate von %.2f dazu umgewandelt.;Wydobywamy obecnie %.2f ropy dziennie.\nNasza armia zuїywa %.2f .\nJeїeli zabraknie ropy, energia zostanie na ni№ zamieniona z wydajnoњci№ %.2f.;;Сейчас мы ежедневно добываем %.2f нефти.\nНаши вооруженные силы ежедневно используют %.2f.\nЕсли нефти не хватает, энергия будет обменена на нефть в отношении 1 к %.2f;;;x,
METAL_DRO;We are currently producing %.2f metal each day.\nOur industries require %.2f metal daily to work at maximum capacity.;Production quotidienne d'acier: %.2f.\nConsommation journaliиre de nos industries (pour tourner а 100 pour cent): %.2f.;Al momento, produciamo %.2f di acciaio al giorno.\nPer funzionare a pieno regime, le nostre industrie necessitano di %.2f di acciaio al giorno.;Producimos %.2f de metal cada dнa.\nNuestras industrias necesitan %.2f de metal al dнa para trabajar a pleno rendimiento.;Wir produzieren momentan tдglich%.2f Metall.\nUnsere Industrien benцtigen tдglich %.2f Metall, um mit maximaler Leistung zu arbeiten.;Produkujemy %.2f stali dziennie. Nasz przemysі wymaga %.2f do pracy z maksymaln№ wydajnoњci№.;;Сейчас мы ежедневно производим %.2f металла.\nНашей промышленности необходимо %.2f металла ежедневно, чтобы использовать все мощности.;;;x,,,,,
RARE_MATERIALS_DRO;We are currently producing %.2f rare materials each day.\nOur industries require %.2f rare materials daily to work at maximum capacity.\nIf we lack rare materials, oil will be converted at a %.2f ratio;Production quotidienne de matйriaux prйcieux: %.2f.\nConsommation journaliиre de nos industries (pour tourner а 100 pour cent): %.2f.\nEn cas de pйnurie, nous convertirons du pйtrole (ratio: %.2f).;Al momento, produciamo %.2f di materiali rari al giorno.\nPer lavorare a pieno regime, le nostre industrie necessitano quotidianamente del %.2f di materiali rari.\nQualora le risorse dovessero scarseggiare, possiamo convertire il petrolio con un rapporto di %.2f;Producimos %.2f de materiales raros dнa.\nNuestras industrias necesitan %.2f de materiales raros al dнa para trabajar a pleno rendimiento.\nSi se agotan, se obtendrбn del petrуleo en proporciуn de %.2f.;Wir produzieren momentan %.2f seltenes Material.\nUnsere Industrie erfordert %.2f seltenes Material pro Tag um mit maximaler Leistung zu arbeiten.\nWenn kein seltenes Material mehr vorhanden ist, dann wird Цl mit einer Ratio von %.2f konvertiert;Produkujemy %.2f materiaіуw rzadkich dziennie. Nasz przemysі wymaga %.2f do pracy z peіn№ wydajnoњci№. Jeїeli ich zabraknie, zostan№ wyprodukowane z ropy z wydajnoњci№ %.2f.;;Сейчас мы ежедневно производим %.2f дефицитного сырья.\nНашей промышленности необходимо %.2f дефицитного сырья ежедневно, чтобы использовать все мощности.\nЕсли дефицитного сырья не хватает, нефть будет обменена на него в отношении 1 к %.2f;;;x
RES_DRO;Daily Change: %.2f;Modification journaliиre: %.2f;Cambiamento giornaliero: %.2f;Variaciуn diaria: %.2f;Tдgliche Verдnderung: %.2f;Dzienna zmiana: %.2f;;Изменение в день: %.2f;;;x,,,,,,,,
RES_DRO_PROD;\n Home Produced: %.2f;\n Fait maison: %.2f;\n Produzione interna: %.2f;\n Producciуn en patria: %.2f;\n Eigenproduktion: %.2f;\n Produkcja wіasna: %.2f;;\n Внутреннее производство: %.2f;;;x,,,,,,,,
RES_DRO_TRADE_IN;\n Traded For: %.2f;\n Achat: %.2f;\n In cambio di: %.2f;\n Entrada por comercio: %.2f;\n Importiert: %.2f;\n Nabyte:%.2f;;\n Закупки: %.2f;;;x,,,,,,,,
RES_DRO_PUPPET;\n From Puppets: %.2f;\n Provenant d’Йtats fantoches: %.2f;\n Da parte di nazioni fantoccio: %.2f;\n De tнteres: %.2f;\n Von Marionettenstaaten: %.2f;\n Z paсstw satelickich: %.2f;;\n От сателлитов: %.2f;;;x,,,,,,,,
RES_DRO_CONVOY_IN;\n Convoyed In: %.2f;\n Convoyage а: %.2f;\n Spedito in: %.2f;\n Entrada por convoyes: %.2f;\n Per Konvoi gebracht: %.2f;\n Sprowadzone w konwojach: %.2f;;\n Доставка морем: %.2f;;;x,,,,,,,,
RES_DRO_CONVERTED;\n Converted: %.2f;\n Conversion: %.2f;\n Riconvertito: %.2f;\n Por conversiуn: %.2f;\n Konvertiert %.2f;\n Skonwertowane: %.2f;;\n Обмен: %.2f;;;x,,,,,,,,
RES_DRO_TRADE_OUT;\n Traded Away: %.2f;\n Vente: %.2f;\n Scambiato: %.2f;\n Salida por comercio: %.2f;\n Exportiert %.2f;\n Sprzedane: %.2f;;\n Экспорт: %.2f;;;x,,,,,,,,
RES_DRO_CONVOY_OUT;\n Convoyed Out: %.2f;\n Convoyage vers: %.2f;\n Spedito all’esterno: %.2f;\n Salida por convoyes: %.2f;\n Per Konvoi weggebracht: %.2f;\n Wywiezione w konwojach: %.2f;;\n Вывоз морем: %.2f;;;x,,,,,,,,
RES_DRO_MASTER;\n To Master: %.2f;\n Vers maоtre: %.2f;\n Imparare alla perfezione: %.2f;\n Para el amo: %.2f;\n Zum Meister: %.2f;\n Dla paсstwa dominuj№cego: %.2f;;\n В метрополию: %.2f;;;x,,,,,,,,,,
RES_DRO_USAGE;\n Usage: %.2f;\n Consommation: %.2f;\n Utilizzo: %.2f;\n Uso: %.2f;\n Verbraucht: %.2f;\n Zuїycie: %.2f;;\n Потребление: %.2f;;;x,,,,,,,,,,
RES_DRO_ALLIED_USAGE;\n Allied Usage: %.2f;\n Consommation Alliйs: %.2f;\n Utilizzo alleato: %.2f;\n Uso de los aliados: %.2f;\n Verbraucht von Verbьndeten: %.2f;\n Zuїycie sojusznicze: %.2f;;\n Потребление союзников: %.2f;;;x,,,,,,,,,,
RES_OFFMAP; Off-map Production: %.2f; Production hors carte : %.2f; Produzione fuori-mappa: %.2f; Producciуn fuera del mapa: %.2f;Produktion auЯerhalb der Karte: %.2f; Produkcja poza map№: %.2f;; Дополнительное производство: %.2f;;;x,,,,,,,,,,
ENERGY_DRO;We are currently producing %.2f energy each day.\nOur industries require %.2f energy daily to work at maximum capacity.;Production quotidienne de l'йnergie: %.2f.\nConsommation journaliиre de nos industries (pour tourner а 100 pour cent): %.2f.;Al momento, produciamo %.2f di energia al giorno.\nPer funzionare a pieno regime, le nostre industrie necessitano di %.2f di energia al giorno.;Producimos %.2f de energнa cada dнa.\nNuestras industrias necesitan %.2f de energнa al dнa para trabajar a pleno rendimiento.;Wir produzieren momentan tдglich %.2f Energie.\nUnsere Industrien benцtigen tдglich %.2f Energie, um mit maximaler Leistung zu arbeiten.;Wytwarzamy obecnie %.2f energii dziennie.\nNasz przemysі potrzebuje %.2f do pracy z maksymaln№ wydajnoњci№. ;;Сейчас мы ежедневно производим %.2f энергии.\nНашей промышленности необходимо %.2f энергии ежедневно, чтобы использовать все мощности.;;;x,,,,,,,
SUPPLIES_DRO;We are currently producing %.2f supplies each day.\nOur troops need %.2f supplies each day.;Production quotidienne de ravitaillement: %.2f.\nConsommation journaliиre (forces armйes): %.2f.;Al momento, produciamo %.2f di rifornimenti al giorno.\nLe nostre truppe ne utilizzano quotidianamente %.2f.;Producimos %.2f de suministros cada dнa.\nNuestras tropas necesitan %.2f de suministros al dнa.;Wir produzieren momentan tдglich%.2f Nachschub.\nUnsere Streitkrдfte verbrauchen tдglich %.2f Nachschub.;Produkujemy %.2f jednostek zaopatrzenia. Dziennie nasi їoіnierze potrzebuj№ %.2f.;;Сейчас мы ежедневно производим %.2f военных припасов. Нашим войскам необходимо %.2f военных припасов ежедневно.;;;x,,,,,,,,,
IC_DRO;Industrial Capacity (IC) is the production capacity of your industries. Base IC is the amount of IC in your provinces. Available IC is the base total modified by technology, ministers, etc. Wasted IC is the amount allocated in excess of need. Each IC needs 2 Energy, 1 Metal and 1/2 Rare Material every day.\n   Wasted IC: %d. Available IC: %d. Base IC: %d.\n;Les Points de production (PP) reprйsentent la capacitй totale de vos industries. Les PP de base sont le montant total de PP dans vos provinces. Les PP disponibles reprйsentent le total modifiй. Les PP gвchйs correspondent а une affectation excйdentaire sur certains types de production. Consommation journaliиre des PP : 2 Energies 1 Acier et Ѕ Matйriau prйcieux.\n   PP gвchйs : %d. PP disponibles : %d. PP de base : %d.\n;La Produttivitа Industriale (PI) rappresenta il potenziale totale delle tue industrie. La PI di base и la quantitа totale di PI nelle tue province. La PI disponibile rappresenta il totale modificato, mentre la PI inutilizzata viene assegnata a certi tipi di produzione aggiuntiva. Per ogni punto di PI ne occorrono ogni giorno 2 di Energia, 1 di Metalli e 1/2 di Materiali rari.\n   PI inutilizzata: %d. PI disponibile: %d. PI di base: %d.\n;La capacidad industrial (CI) es la capacidad total de tus industrias. La CI bбsica es la cantidad total de CI que hay en tus provincias. La CI disponible es el total modificado. La CI desperdiciada es la sobreasignada a ciertos tipos de producciуn. Cada CI necesita 2 de energнa, 1 de metal y 1/2 de materiales raros al dнa.\n   CI desperdiciada: %d. CI disponible: %d. CI bбsica: %d.\n;Die Industriekapazitдt (IK) gibt die gesamte Stдrke unserer Industrie wieder. Die Basis-IK bezeichnet die gesamte Menge an IK in Ihrem Land. Die verfьgbare IK bezeichnet den Anteil der Gesamtmenge. IK wird verschwendet, wenn verschiedenen Produktionstypen zuviel zugewiesen worden wurde.\n1 IK benцtigt 2 Energie, 1 Metall und 0,5 seltenes Material pro Tag.\nVerbraucht/Verfьgbar/Basis-IK: %d / %d / %d\n;Potencjaі przemysіowy (PP) to wartoњж okreњlaj№ca caіkowit№ produkcjк Twoich fabryk. Bazowy PP to iloњж PP wygenerowana we wszystkich Twoich prowincjach. Dostкpny PP zliczany jest z modyfikatorami.  Niewykorzystany PP jest przeznaczany w nadmiarze do niektуrych typуw produkcji. Kaїda jednostka PP wymaga 2 j. energii, 1 j. stali i 1/2 j. materiaіуw rzadkich dziennie.\n Niewykorzystany PP: %d. Dostкpny PP: %d. Bazowy PP: %d.\n;;Ваши производственные возможности определяет промышленный потенциал (ПП). Он рассчитывается на основе суммы ПП всех ваших провинций. Эта сумма умножается на все модификаторы, и получается фактический ПП. Неиспользованный ПП появляется, когда на производство продукции направлено больше ПП, чем это необходимо. 1 пункт ПП потребляет 2 пункта энергии, 1 металла и 0,5 дефицитного сырья ежедневно.\n   Неиспользованный ПП: %d.\n   Фактический ПП: %d.\n   Основной ПП: %d.\n;;;X
ROL_IC_BASE;\n  Base IC: %d;\n  PP de base: %d;\n  PI di base: %d;\n  CI bбsica: %d;\n  Basis-IK: %d;\n Bazowy PP: %d;;\n   Основной ПП: %d;;;X,,,,,,,,,,
ROL_IC_MINISTER;\n  Minister Effect: %.1f (%.f\%%);\n  Consйquence ministre: %.1f (%.f\%%);\n  Effetti del ministro: %.1f (%.f\%%);\n  Efecto por ministro: %.1f (%.f\%%);\n Minister-Auswirkung: %.1f (%.f\%%);\n Wpіyw ministra: %.1f (%.f\%%);;\n   Влияние министра: %.1f (%.f\%%);;;X,,,,,,,,,,
ROL_IC_DISSENT;\n  Partisan Effect:%.1f (%.f\%%);\n  Consйquence partisan:%.1f (%.f\%%);\n  Effetti dei partigiani:%.1f (%.f\%%);\n  Efecto por partisanos: %.1f (%.f\%%);\n Partisanen-Auswirkung: %.1f (%.f\%%);\n Wpіyw partyzantуw: %.1f (%.f\%%);;\n   Влияние партизан:%.1f (%.f\%%);;;X,,,,,,,,,,
ROL_IC_POLICY;\n  Policy Effect: %.1f (%.f\%%);\n  Consйquence politique: %.1f (%.f\%%);\n  Effetti della politica: %.1f (%.f\%%);\n  Efecto por polнtica: %.1f (%.f\%%);\n Politik-Auswirkung: %.1f (%.f\%%);\n Wpіyw polityki wewn.: %.1f (%.f\%%);;\n   Влияние политики: %.1f (%.f\%%);;;X,,,,,,,,,,
ROL_IC_TECH;\n  Tech Effect: %.1f (%.f\%%);\n  Consйquence technique: %.1f (%.f\%%);\n  Effetti della tecnologia: %.1f (%.f\%%);\n  Efecto por tecnologнa: %.1f (%.f\%%);\n Tech-Auswirkung: %.1f (%.f\%%);\n Wpіyw technologii: %.1f (%.f\%%);;\n   Влияние технологии: %.1f (%.f\%%);;;X,,,,,,,,,,
ROL_IC_DIFF;\n  Difficulty Effect: %.1f (%.f\%%);\n  Consйquence difficultй: %.1f (%.f\%%);\n  Effetti della difficoltа: %.1f (%.f\%%);\n  Efecto por dificultad: %.1f (%.f\%%);\n Schwierigkeitsgrad: %.1f (%.f\%%);\n Wpіyw poziomu trudnoњci: %.1f (%.f\%%);;\n   Уровень сложности: %.1f (%.f\%%);;;X,,,,,,,,,,
ROL_IC_PEACETIME;\n  Peacetime Effect: %.1f (%.f\%%);\n  Consйquence temps de paix: %.1f (%.f\%%);\n  Effetti della pace: %.1f (%.f\%%);\n  Efecto por paz: %.1f (%.f\%%);\n Frieden: %.1f (%.f\%%);\n Wpіyw pokoju: %.1f (%.f\%%);;\n   Мирное время: %.1f (%.f\%%);;;X,,,,,,,,,,
ROL_IC_RESOURCE;\n  Resource Lack Effect: %.1f (%.f\%%);\n  Consйquence pйnurie de ressources: %.1f (%.f\%%);\n  Effetti della carenza di risorse: %.1f (%.f\%%);\n  Efecto por paz: %.1f (%.f\%%);\n Ressourcenmangel: %.1f (%.f\%%);\n Wpіyw brakуw surowcowych: %.1f (%.f\%%);;\n   Влияние нехватки ресурсов: %.1f (%.f\%%);;;X,,,,,,,,,,
ROL_IC_SUM;\n== Available IC: %d;\n== PP disponibles: %d;\n== PI disponibile: %d;\n== CI disponible: %d;\n== Verfьgbare IK: %d;\n == Dostкpny PP: %d;;\n== Фактический ПП: %d;;;X,,,,,,,,,,
DAILY_DISSENT;Our dissent will change by %.2f percent each day.;Evolution: %.2f pour cent /jour.;Il dissenso cambierа del %.2f per cento al giorno.;Nuestra disensiуn cambiarб en un %.2f por ciento al dнa.;Die Unruhe verдndert sich tдglich um %.2f Prozent.;Niezadowolenie zmienia siк o %.2f dziennie.;;Недовольство в нашей стране изменяется на %.2f процента ежедневно.;;;x,,,,,,,,,,,,,,
TC_DRO;Transport Capacity (TC) represents trucks, trains and river barges. When available TC is overloaded, divisions move and regain organization more slowly. TC is a direct function of IC - each point of IC gives you %.1f TC.\n   Used TC: %d. Available TC: %d.\n;La Capacitй de transport (CT) reprйsente des choses comme les camions, trains et pйniches. Quand la TC est surchargйe, les divisions se dйplacent plus lentement et rйcupиrent leur niveau d’organisation plus doucement. La CT est une fonction directe des PP – chaque point de PP vous donne %.1f CT.\n   CT utilisйes: %d. CT disponibles: %d.\n;La Capacitа di trasporto (CT) rappresenta mezzi quali autocarri, treni e chiatte fluviali. Quando la CT и sovraccarica, la divisione comincia a spostarsi piщ lentamente e a recuperare la propria organizzazione meno velocemente. La CT и funzione diretta della PI – ogni punto di PI conferisce %.1f di CT.\n   CT utilizzata: %d. CT disponibile: %d.\n;La capacidad de transporte (CT) representa cosas como camiones, trenes y barcazas. Cuando la CT disponible estй sobrecargada, las divisiones empezarбn a moverse y recuperar organizaciуn mбs lentamente. La CT es una funciуn directa de la CI: cada punto de CI te da %.1f de CT.\n CT utilizada:   %d. CT disponible: %d.\n;Die Transportkapazitдt bezeichnet Dinge wie LKWs, Zьge und Flussschiffe. Wenn die verfьgbare TK ьberfordert ist, dann werden die einzelnen Divisionen immer langsamer und die Organisation kehrt ebenfalls langsamer zurьck. TK ist eine direkte Funktion der IK - jeder Punkt IK gibt Ihnen %.1f TK.\n  Verwendete TK: %d. Freie TK: %d.\n;Zdolnoњж transportowa (ZT) reprezentuje moїliwoњci przewozu ludzi i towarуw za pomoc№ ciкїarуwek, poci№gуw i statkуw. Kiedy dostкpna ZT jest wykorzystana ponad moїliwoњci, dywizje poruszaj№ siк wolniej, wolniej teї odzyskuj№ zorganizowanie. ZT jest zaleїne od PP, kaїda jednostka PP daje %.1f ZT. Uїywana ZT: %d. Dostкpna ZT: %d.\n;;Пропускная способность (ПС) определяется развитием автомобильного, железнодорожного и водного транспорта. Если транспорт перегружен, скорость передвижения дивизий падает, и они медленнее восстанавливают свою организацию. ПС напрямую зависит от ПП, каждый пункт ПП дает вам %.1f ПС.\n   Используемая ПС: %d.\n   Фактическая ПС: %d.\n;;;x
ROL_TC_SUPPLY;\n  Fuel and Supply Transportation: %.2f;\n  Transport carburant et approvisionnement: %.2f;\n  Trasporto carburante e rifornimenti: %.2f;\n  Transporte de combustible y suministros: %.2f;\n Treibstoff und Nachschubtransport: %.2f;\n Transport paliwa i zaopatrzenia: %.2f;;\n   Перевозки горючего и военных припасов: %.2f;;;X,,,,,,,,,,,,,,
ROL_TC_OCCUPIED;\n  Occupied Territory Maintenance: %.2f;\n  Maintenance territoire occupй: %.2f;\n  Difesa dei territori occupati: %.2f;\n  Mantenimiento de territorios ocupados: %.2f;\n Versorgung des besetzten Territoriums: %.2f;\n Utrzymanie terytoriуw okupowanych: %.2f;;\n   Потребности оккупированных территорий: %.2f;;;X,,,,,,,,,,,,,,
ROL_TC_UNDEP;\n  Redeployment Load: %.2f;\n  CT utilisйe pour redйploiement: %.2f;\n  Carico ri-schieramento: %.2f;\n  Carga por traslados: %.2f;\n Strategische Verlegung: %.2f;\n Koszt dyslokacji: %.2f;;\n   Перевозки воинских частей: %.2f;;;X,,,,,,,,,,,,,,
ROL_TC_PARTISANS;\n  Partisan Activity: %.2f;\n  Activitйs partisanes: %.2f;\n  Attivitа partigiana: %.2f;\n  Actividad partisana: %.2f;\n Partisanenaktivitдt: %.2f;\n Aktywnoњж partyzancka: %.2f;;\n   Действия партизан: %.2f;;;X,,,,,,,,,,,,,,
ROL_TC_EFF;\n== Current supply efficiency: %.2f\%%;\n== Efficacitй approvisionnement actuel: %.2f\%%;\n== Attuale efficienza dei rifornimenti: %.2f\%%;\n== Eficacia actual del suministro: %.2f\%%;\n== Aktuelle Versorgungseffizienz: %.2f\%%;\n== Aktualna wydajnoњж zaopatrzenia:  %.2f\%%;;\n== Фактическая эффективность снабжения: %.2f\%%;;;x,,,,,,,,,,,,,,
##;;;;;;;;;;;X,,,,,,,,,,,,,,
FUELPROBLEM;These units lack fuel, so they can't move.;Ces unitйs ne sont pas ravitaillйes en carburant et sont donc clouйes sur place.;Queste unitа sono a corto di carburante e non possono muoversi.;Estas unidades no tienen comb., y no pueden moverse.;Diesen Einheiten fehlt Treibstoff, deshalb kцnnen sie sich nicht bewegen.;Tym jednostkom brakuje paliwa, wiкc nie mog№ siк poruszaж.;;Этим частям на хватает горючего, поэтому они не могут двигаться.;;;X,,,,,,,,,,
OUTOFRANGE;This is beyond the range of these units.;Cette destination est hors de portйe de ces unitйs.;Al di fuori della portata di queste unitа.;Eso estб fuera del alcance de estas unidades.;Dies ist auЯerhalb der Reichweite dieser Einheiten.;Cel znajduje siк poza zasiкgiem jednostek.;;Это вне радиуса действия этих частей.;;;x,,,,,,,,,,,,,,
RANGE_INFO;%s\n(Distance %.f km, Range %.fkm);%s\n(Distance %.f km. Rayon d'action %.fkm);%s\n(Distanza %.f km - Portata %.f km);%s\n(a %.f km, r. de acciуn de %.f km);%s\n(Distanz %.f km, Reichweite %.fkm);%s\n(Odlegіoњж %.f km, Zasiкg %.fkm);;%s\n(Расстояние %.f км, Радиус действия %.f км);;;x,,,,,,,,,,
##;;;;;;;;;;;X,,,,,,,,,,,,,,
##;;;;;;;;;;;x,,,,,,,,,,,,,,
########################################;;;;;;;;;;;X,,,,,,,,,,,,,,
# Production Menu;;;;;;;;;;;X,,,,,,,,,,,,,,
########################################;;;;;;;;;;;X,,,,,,,,,,,,,,
CONVOYINFO1;Convoys Running: %d/%d.;Convois actifs: %d/%d.;Convogli in viaggio: %d/%d.;Convoyes en marcha: %d/%d;Konvois unterwegs: %d/%d.;Konwojуw w trasie: %d/%d.;;Конвоев: %d/%d.;;;X
CONVOYINFO2;%d transports / %d escorts.;%d cargos / %d bвtiments d'escorte.;%d trasporti / %d scorte.;%d transportes / %d escoltas.;%d Transporter / %d Eskorten.;%d transportowcуw / %d eskorty.;;Транспортов: %d / Кораблей сопровождения: %d;;;X
CONVOYBUTTON;Manage Convoys;Organiser des convois;Gestisci i convogli;Gest. convoyes;Konvois verwalten;Zarz№dzaj konwojami;;Управление конвоями;;;X
MARKETBUTTON;Trade on World Market;Marchй mondial;Commercia sul mercato mondiale;Comerc. mercado mundial;Handel auf dem Weltmarkt;Handel na rynku њwiatowym;;Торговля на мировом рынке;;;x
WORLDMARKET;World Market;Marchй mondial;Mercato mondiale;Mercado mundial;Weltmarkt;Rynek њwiatowy;;Мировой рынок;;;x
TRADEOFFER;Make Trade Offer;Faire une offre;Fai un'offerta commerciale;Oferta de interc.;Handelsangebot unterbreiten;Zіуї ofertк;;Предложить сделку;;;x
IWM_FOR;FOR;POUR;PER ;POR;FЬR;ZA;;НА;;;x
IWM_OIL;Oil;Pйtrole;Petrolio;Petrуleo;Цl;Ropa;;Нефть:;;;x
IWM_ENERGY;Energy;Energie;Energia;Energнa;Energie;Energia;;Энергия:;;;x
IWM_METAL;Metal;Acier;Acciaio;Metal;Metall;Stal;;Металл:;;;x
IWM_RARE_MATERIALS;Rare Materials;Matйriaux prйcieux;Materiali rari;Materiales raros;Seltenes Material;Materiaіy rzadkie;;Дефицитное сырье:;;;x
IWM_TRADING;%d %s for %d %s.;%d %s pour %d %s.;%d %s per %d %s.;%d %s por %d %s.;%d %s fьr %d %s.;%d %s za %d %s.;;%d %s на %d %s.;;;x
IWM_AMOUNT;Amount;Montant;Quantitа;Cant.;Menge;Iloњж;;Количество;;;x
IWM_PRICE;Ratio;Ratio;Rapporto;Prop.;Rate;Wspуіczynnik;;Соотношение;;;x
CREATE_DEAL;Offer Deal;Proposer l'offre;Offri;Ofr. trato;Abkommen anbieten;Zaproponuj wymianк;;Предложить сделку;;;x
CANCEL_DEAL;Cancel Deal;Retirer l'offre;Annulla;Canc. trato;Abkommen auflцsen;Anuluj wymianк;;Отменить сделку;;;x
