#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portugese;Russian;;Extra2;X
EE_SMONARCH;Make %s forgotten!;Faire oublier %s!;Fa' in modo che %s venga dimenticato!;ЎHacer que se olvide a %s!;%s in Vergessenheit bringen!;Spraw, їe %s zostanie zapomniany!;;Убрать %s!;;;X
EE_TAG;Found the realms of %s;Le royaume de %s a йtй trouvй;Scopri i regni di %s.;Fundar los reinos de %s.;Bereich von %s gefunden;Odkryіeњ tereny %s;;Найдены страны %s;;;X
EE_RELATION;Relation with %s: %s%d;Relations avec %s : %s%d;Relazione diplomatica con %s: %s%d.;Relaciуn con %s: %s%d;Beziehung zu %s: %s%d;Stosunki z: %s: %s%d;;Отношения с государством %s: %s%d;;;X
EE_GAIN_MANU;Gain manufactory in %s;Obtenir une fabrique а %s;Ottieni una fabbrica in %s.;Obtener manufac. en %s.;Fabrik in %s erhalten;Pozyskaj manufakturк w %s;;Получить мануфактуру в провинции %s;;;X
EE_LOSE_MANU;Lose Manufactory in %s;Perdre une fabrique а %s;Perdi una fabbrica in %s.;Perder manufac. en %s.;Fabrik in %s verlieren;Utraж manufakturк w %s;;Потерять мануфактуру в провинции %s;;;X
EE_INFANTRY;Gain %d infantry in %s.;obtenir %d unitйs d'infanterie а %s.;Ottieni %d unitа di fanteria in %s.;Obtener %d infant. en %s.;%d zusдtzliche Infanterie in %s.;Pozyskaj %d piechoty w %s.;;Получить %d пехоты в провинции %s.;;;X
EE_CAVALRY;Gain %d cavalry in %s;Obtenir %d unitйs de cavalerie а %s;Ottieni %d unitа di cavalleria in %s.;Obtener %d caball. en %s.;%d zusдtzliche Kavallerie in %s;Pozyskaj %d kawalerii w %s.;;Получить %d кавалерии в провинции %s;;;X
EE_ARTILLERY;Gain %d artillery in %s;Obtenir %d unitйs d'artillerie а %s;Ottieni %d unitа di artiglieria in %s.;Obtener %d artill. en %s.;%d zusдtzliche Artillerie in %s;Pozyskaj %d artylerii w %s.;;Получить %d артиллерии в провинции %s;;;X
EE_WARSHIPS;Gain %d warships in %s;Obtenir %d bвtiments de guerre а %s;Ottieni %d navi da guerra in %s.;Obtener %d naves g. en %s.;%d zusдtzliche Kriegsschiffe in %s;Pozyskaj %d okrкtуw wojennych w %s.;;Получить %d военных кораблей в провинции %s;;;X
EE_GALLEYS;Gain %d galleys in %s;Obtenir %d cambuses а %s;Ottieni %d galee in %s.;Obtener %d galeras en %s.;%d zusдtzliche Galeeren in %s;Pozyskaj %d galer w %s;;Получить %d галер в провинции %s;;;X
EE_TRANSPORTS;Gain %d transports in %s;Obtenir %d transports а %s;Ottieni %d navi da trasporto in %s.;Obtener %d transp. en %s.;%d zusдtzliche Transporte in %s;Pozyskaj %d transportowcуw w %s.;;Появляется %d транспортов в провинции %s;;;X
EE_TRIGGER;Trigger the '%s' Event.;Dйclenche l'йvйnement '%s'.;Evento: '%s'.;Desencadenar suceso '%s'.;Lцse das '%s'-Ereignis aus.;Wywoіa zdarzenie '%s'.;;Инициируется событие '%s'.;;;X
EE_SLEEP;The '%s' Event will never occur.;L'йvйnement historique '%s' n'aura jamais lieu.;L'evento '%s' potrebbe non verificarsi.;El suceso '%s' nunca ocurrirб.;Das '%s' -Ereignis wird sich niemals ereignen.;Zdarzenie '%s' nigdy nie nast№pi.;;Событие '%s' никогда не произойдет.;;;X
EE_VP;%s%d victorypoints.;%s%d points de victoire.;%s%d punti vittoria.;%s%d puntos victoria.;%s%d Siegespunkte.;%s%d punktуw zwyciкstwa.;;%s%d игровых очков.;;;X
EE_CB;Gain a casusbelli against %s for %d months.;Obtenir un casus belli contre %s pendant %d mois.;Ottieni un casus belli contro %s per %d mesi.;Obtener 'casus belli' contra %s por %d meses.;Ein Kriegsgrund gegen %s fьr %d Monate.;Zyskaj Casus Belli przeciw %s na %d miesiкcy.;;Получить casusbelli против страны %s в течение %d месяцев.;;;X
EE_CAPITAL;Move national capital to %s.;Dйplacement de la capitale vers %s.;Sposta la capitale a %s.;Mover capital de naciуn a %s.;Landeshauptstadt nach %s verlegen.;Przenieњ stolicк do %s.;;Переместить столицу в провинцию %s.;;;X
EE_BANK;Create a national bank.;Crйation d'une banque nationale.;Crea una banca nazionale.;Crear un banco nacional.;Nationalbank einrichten.;Utwуrz bank paсstwowy.;;Создать национальный банк.;;;X
EE_STOCK;Create a national stockmarket.;Crйation d'une bourse nationale.;Crea una borsa valori nazionale.;Crear una bolsa nacional.;Nationale Bцrse einrichten.;Utwуrz gieіdк narodow№.;;Создать национальную фондовую биржу.;;;X
EE_ADDCORE;%s will be considered one of your national provinces.;%s sera dйsormais une de vos provinces nationales.;%s sarа considerata una delle tue province nazionali.;%s pasa a ser una de las provincias de nuestra naciуn.;%s wird als eine Ihrer nationalen Provinzen betrachtet.;%s bкdzie uznawana za jedn№ z prowincji narodowych.;;%s будет считаться одной из наших национальных провинций.;;;X
EE_REMCORE;%s will no longer be your national province.;%s ne sera plus une de vos provinces nationales.;%s non sarа piщ una delle tue province nazionali.;%s ya no serб una provincia de nuestra naciуn.;%s wird nicht lдnger Ihre nationale Provinz sein.;%s nie bкdzie juї prowincj№ narodow№ Twojego paсstwa.;;%s больше не будет считаться нашей национальной провинцией.;;;X
EE_COT;Center of Trade created in %s.;Centre d'affaires crйй а %s.;Centro del commercio creato in %s;Creado centro de comercio en %s.;Handelszentrum errichtet in %s.;Placуwka handlowa stworzona w %s.;;Центр торговли создается в провинции %s.;;;X
EE_SECEDE;Secede %s to %s.;Sйcession de %s avec %s.;Consegna %s a %s.;Separar a %s (%s).;%s von %s trennen.;Przekaї %s na rzecz %s.;;Отторгнуть %s в пользу страны %s.;;;X
EE_A_CUL;Gain %s as a state culture.\n;Obtenir %s comme culture officielle.\n;Ottieni %s come cultura di stato.\n;Obtener %s como cultura oficial.\n;%s als Staatskultur erwerben.\n;Zdob№dџ %s jako dziedzictwo kulturowe kraju.\n;;Получить %s в качестве государственной культуры \n;;;X
EE_R_CUL;Lose %s as a state culture.\n;Perdre %s comme culture officielle.\n;Perdi %s come cultura di stato.\n;Perder %s como cultura oficial.\n;%s als eine Staatskultur verlieren.\n;Utraж %s jako dziedzictwo kulturowe kraju.\n;;Потерять %s государственную культуру \n;;;X
EE_LOAN;Size of loans will now be %d$\n;La taille des prкts sera dйsormais : %d$\n;D'ora in poi, l'importo dei prestiti sarа di %d$\n;Volumen de prйstamos serб de %d $\n;Die Hцhe der Darlehen ist jetzt %d$\n;Wielkoњж poїyczek bкdzie teraz rуwna %d$\n;;Размер ссуды теперь будет равен %d$\n;;;X
EE_GAIN_BUILDING;Gain a %s in %s;Obtenir un(e) %s а %s;Ottieni un %s in %s;Obtener %s en %s;Ein %s in %s erlangen;Zdob№dџ %s w %s;;Появляется %s в провинции %s;;;X
EE_LOSE_BUILDING;Lose %s in %s;Perdre %s а %s;Perdi: %s in: %s;Perder %s en %s;%s in %s verlieren;Utraж %s w %s;;Теряется %s в провинции %s;;;X
EE_WAR;War with %s.;En guerre contre %s.;In guerra con %s.;Guerra contra %s.;Krieg mit %s.;Wojna z %s.;;Война с %s.;;;X
EE_INDY;Grant Independence to %s;Indйpendance accordйe а %s.;Garantisci l'indipendenza a %s.;Garantizar independ. de %s;%s die Unabhдngigkeit gewдhren;Przyznaj niepodlegіoњж %s\n;;Предоставляется независимость государству %s;;;X
EE_TECH;Switch Technologygroup to %s;Changer de groupe technologique pour %s;Passa al ramo tecnologico %s.;Cambiar grupo tecnol. a %s;Technologiegruppe zu %s wechseln;Zmieс grupк technologii na %s;;Технологическая группа переключается на %s;;;X
EE_PURGE;The most disloyal %d ministers and %d leaders are executed.;Les %d ministres et les %d commandants les moins loyaux sont exйcutйs.;I %d ministri e i %d comandanti piщ sleali sono stati giustiziati.;Los %d ministros y los %d lнderes menos leales son ejecutados.;Die unloyalsten %d-Minister und %d Anfьhrer werden hingerichtet.;Najbardziej nielojalni %d ministrowie i %d dowуdcy zostaj№ straceni.;;Казнь самых нелояльных министров (%d чел.), и военачальников (%d чел.).;;;X
EE_REGIME_FALLS;The current regime has been overthrown!;Le rйgime a йtй renversй!;Il regime attuale и stato rovesciato!;ЎEl rйgimen actual ha sido derrocado!;Das aktuelle Regime ist gestьrzt worden!;Obecny reїim zostaі obalony!;;Режим свергнут!;;;X
EE_LEADER_SKILL;%s gets skill %d.;%s obtient la compйtence %d.;%s ottiene l'abilitа %d.;%s obtiene hab. %d.;%s erringt Fдhigkeit %d.;%s otrzymuje zdolnoњж %d.;;%s получает навык %d.;;;X
EE_MINISTER_SKILL;Unused command;Commande inutilisйe;Comando inutilizzato;Comando sin usar;Unbenutzter Befehl;Dowуdztwo nieobsadzone;;Неиспользованная команда;;;X
EE_CIVIL_WAR;Country is thrown into Civil War!;Le pays sombre dans la guerre civile!;Nella nazione и scoppiata la guerra civile!;ЎEl paнs se aboca a una guerra civil!;Bьrgerkrieg im Land!;Paсstwo ogarnia wojna domowa!;;Страна ввергнута в гражданскую войну!;;;X
EE_STEAL_TECH;Steal blueprints for '%s' from %s.;Voler une technologie а %s %s.;Ruba la tecnologia '%s' a %s.;Robar tecnologнa '%s' de %s.;Technologie '%s' von %s stehlen.;Wykradnij technologiк '%s' od %s.;;Украдены чертежи технологии '%s' у государства %s.;;;X
EE_RESEARCH_SABOTAGED;One of our research projects has been sabotaged!;L'un de nos projets de recherche a йtй sabotй!;Uno dei nostri progetti di ricerca и stato sabotato!;ЎHan saboteado un proyecto de investigaciуn!;Eines unserer Forschungsprojekte ist sabotiert worden!;Dokonano sabotaїu jednego z naszych projektуw badawczych!;;Одна из наших разработок стала объектом саботажа!;;;X
EE_DETECT_UNITS;Detect %d armies from %s.;%d armйes de %s dйtectйes.;Individua %d truppe da %s.;Detecciуn %d ejйrcitos de %s.;%d Armeen von %s erkennen.;Wykryj %d armii od %s.;;Обнаружено %d армий государства %s.;;;X
EE_LEADER_LOY;%s's loyalty is revealed!;La loyautй de %s йclate au grand jour!;Ecco la lealtа di %s!;ЎDescubierta la lealtad de %s!;%ss Loyalitдt wurde bloЯgelegt!;Lojalnoњж %s zostaіa ujawniona!;;Установлена лояльность: %s.;;;X
EE_MINISTER_LOY;%s's loyalty is revealed!;La loyautй de %s йclate au grand jour!;Ecco la lealtа di %s!;ЎDescubierta la lealtad de %s!;%ss Loyalitдt wurde bloЯgelegt!;Lojalnoњж %s zostaіa ujawniona!;;Установлена лояльность: %s.;;;X
EE_INDUSTRY;Industrial capacity in %s is changed by %d.;Capacitй industrielle de %s passйe а %d.;La produzione industriale a %s и cambiata di %d.;La capacidad industrial de %s ha cambiado en %d.;Industriestдrke in %s дndert sich um %d.;Potencjaі przemysіowy w %s zmienia siк o %d.;;Промышленный потенциал в провинции %s изменяется на %d.;;;X
EE_FLAK;Anti-Air cover in %s is changed by %d.;DCA de %s passйe а %d.;La copertura contraerea in %s и cambiata di %d.;La cobertura antiaйrea de %s ha cambiado en %d.;Flugabwehrdeckung in %s um %d geдndert .;Osіona przeciwlotnicza w %s zmienia siк o %d.;;Противовоздушное прикрытие в провинции %s изменяется на %d.;;;X
EE_INFRA;Infrastructure in %s is changed by %d.;Niveau d'infrastructures de %s passй а %d.;L'infrastruttura in %s и cambiata di %d.;Las infraestructuras de %s han cambiado en %d.;Infrastruktur in %s дnderte sich um %d.;Infrastruktura w %s zmienia siк o %d.;;Уровень инфраструктуры в провинции %s изменяется на %d.;;;X
EE_COASTAL_FORT;Coastal Fort level in %s is changed by %d.;Niveau de fortifications cфtiиres de %s passй а %d.;Il livello della fortezza costiera in %s и cambiato di %d.;El nivel de fort. cost. de %s ha cambiado en %d.;Kьstenbefestigungs-Stufe in %s wurde geдndert um %d.;Poziom fortyfikacji nadbrzeїnych w %s zmienia siк o %d.;;Уровень береговых укреплений в провинции %s изменяется на %d.;;;X
EE_LAND_FORT;Land Fort level in %s is changed by %d.;Niveau de fortifications terrestres de %s passй а %d.;Il livello della fortezza terrestre in %s и cambiato di %d.;El nivel de fort. terr. de %s ha cambiado en %d.;Landbefestigungs-Stufe in %s дnderte sich um %d.;Poziom fortyfikacji l№dowych w %s zmienia siк o %d.;;Уровень укреплений в провинции %s изменяется на %d.;;;X
EE_PEACE;Peace concluded with %s.;Paix conclue avec %s.;Hai firmato la pace con %s.;Dispuesta la paz con %s.;Frieden mit %s geschlossen.;Zawarcie pokoju z: %s.;;Заключается мир с государством %s.;;;X
EE_SUPPLY_POOL;Supply stockpile changed by %d.;Stocks de ravitaillement augmentйs de %d.;La riserva di rifornimenti и aumentata di %d.;La reserva de suministros cambia en %d.;Nachschubvorrat wurde um %d geдndert.;Zapas zaopatrzenia zmienia siк o %d.;;Запасы военных припасов изменяются на %d.;;;X
EE_METAL_POOL;Metal stockpile changed by %d.;Rйserve de mйtaux changйe par %d.;La riserva di metallo и cambiata di %d.;La reserva de metal cambia en %d.;Metallvorrat wurde um %d geдndert.;Zapas stali zmienia siк o %d.;;Запасы металла изменяются на %d.;;;X
EE_ENERGY_POOL;Energy stockpile changed by %d.;Rйserve d'йnergie changйe par %d.;La riserva di energia и cambiata di %d.;La reserva de energнa cambia en %d.;Energievorrat um %d geдndert.;Zapas energii zmienia siк o %d.;;Запасы энергии изменяются на %d.;;;X
EE_OIL_POOL;Oil stockpile increased with %d.;Augmentation de la rйserve de pйtrole de %d.;Le riserve di petrolio sono aumentate di %d.;La reserva de petr. aumenta: %d.;Цlvorrat wurde um %d geдndert.;Zapas ropy zmienia siк o %d.;;Запасы нефти увеличиваются на %d.;;;X
EE_RARE_MATERIALS_POOL;Rare Materials stockpile changed by %d.;Rйserve de matiиres prйcieuses changйe par %d.;La riserva di materiali rari и cambiata di %d.;La reserva de materiales raros cambia en %d.;Vorrat seltene Materialien um %d geдndert.;Zapas materiaіуw rzadkich zmienia siк o %d.;;Запасы дефицитного сырья изменяются на %d.;;;X
EE_KEYPOINTS;Keypoint value in %s changed by %d.;Valeur du point stratйgique de %s passйe а %d.;Il valore del punto chiave in %s и cambiato di %d.;El valor de punto clave de %s cambia en %d.;Schlьsselpunktwert in %s geдndert um %d.;Wartoњж punktуw zwyciкstwa w %s zmieniona o %d.;;Ценность провинции %s в очках изменяется на %d.;;;X
EE_WAR_ENTRY;War entry for %s changed by %d.;Conditions d'entrйe en guerre passйes %s а %d.;L'entrata in guerra di %s и cambiata di %d.;Entrada en guerra para %s cambia en %d.;Kriegseintritt fьr %s durch %d geдndert.;Wartoњж wymagana do wziкcia udziaіu w wojnie dla %s zmieniona o %d.;;Вероятность вступления в войну государства %s изменяется на %d.;;;X
EE_WAR_ENTRY_US;War entry changed by %d.;Conditions d'entrйe en guerre passйes а %d.;L'entrata in guerra и cambiata di %d.;Entrada en guerra cambia en %d.;Kriegseintritt geдndert durch %d.;Wartoњж wymagana do wziкcia udziaіu w wojnie zmieniona o %d.;;Вероятность вступления в войну изменяется на %d.;;;X
EE_MAKE_PUPPET;%s is made a puppet nation.;Rйgime fantoche йtabli en %s.;%s и diventata una nazione fantoccio.;%s es ahora una naciуn tнtere.;%s wird zu einem Marionettenstaat.;%s jest od teraz marionetk№.;;Государство %s становится сателлитом.;;;X
EE_COUP_NATION;A coup is staged in %s.;Coup d'Etat organisй en %s.;Colpo di stato in corso in %s.;Golpe de estado en %s.;Putschversuch in %s.;Zorganizowano przewrуt w %s.;;В государстве %s осуществляется переворот.;;;X
